name,salary_from,salary_to,salary_currency,area_name,published_at
"Middle/Senior C# разработчик (Agile, C#, .Net)",100000,,RUR,Челябинск,2022-12-21T13:31:22+0300
Токарь,60000,,RUR,Владимир,2022-12-21T13:35:44+0300
Специалист технической поддержки поставщиков (удаленно),30000,35000,RUR,Санкт-Петербург,2022-12-21T13:52:19+0300
Механик (на производство),3500000,,UZS,Ташкент,2022-12-21T12:11:35+0300
Дизайнер,55000,65000,RUR,Ковров,2022-12-21T12:06:27+0300
Начальник участка,45000,,RUR,Уфа,2022-12-21T13:23:23+0300
Инженер-конструктор (3D печать),60000,,RUR,Москва,2022-12-21T12:20:16+0300
IT-специалист,85000,100000,RUR,Москва,2022-12-21T12:40:49+0300
Инженер сервисного центра,227500,227500,KZT,Алматы,2022-12-21T13:38:29+0300
Специалист технической поддержки 1C,,69000,RUR,Самара,2022-12-21T12:51:30+0300
Токарь/станочник,50000,70000,RUR,Нижний Новгород,2022-12-21T12:23:22+0300
Редактор новостной службы,,100000,RUR,Москва,2022-12-21T13:38:41+0300
Инженер-электронщик,120000,,RUR,Санкт-Петербург,2022-12-21T12:15:56+0300
Технический дизайнер,50000,,RUR,Москва,2022-12-21T13:02:29+0300
Инженер по сопровождению ПО IT-телеком,50000,,RUR,Санкт-Петербург,2022-12-21T13:37:10+0300
Бизнес-аналитик (процессный аналитик),130000,,RUR,Москва,2022-12-21T13:01:03+0300
Графический дизайнер (мцд Марк),35000,45000,RUR,Москва,2022-12-21T13:09:18+0300
Токарь-универсал,45000,55000,RUR,Красноярск,2022-12-21T13:05:07+0300
Middle Java Developer,200000,,RUR,Санкт-Петербург,2022-12-21T12:53:10+0300
Системный аналитик,240000,,RUR,Москва,2022-12-21T12:24:51+0300
Специалист технической поддержки,70000,,RUR,Москва,2022-12-21T13:31:17+0300
Специалист по IT / ситемный администратор,30000,,RUR,Санкт-Петербург,2022-12-21T12:23:34+0300
Инженер-электронщик,40000,,RUR,Брянск,2022-12-21T13:10:54+0300
"Программист Delphi, SQL",,92000,RUR,Краснодар,2022-12-21T13:19:53+0300
SQL-программист (junior),50000,,RUR,Волжский (Волгоградская область),2022-12-21T12:10:48+0300
Дизайнер производственных помещений,95000,,RUR,Москва,2022-12-21T13:00:02+0300
Художник - конфекционер отдела дизайна и разработки,35000,,RUR,Чебоксары,2022-12-21T13:33:19+0300
Инженер-системный программист,40000,,RUR,Краснодар,2022-12-21T13:49:18+0300
Инженер по тестированию ПО,100000,,RUR,Нижний Новгород,2022-12-21T12:31:23+0300
Тестировщик (офис),130000,170000,RUR,Москва,2022-12-21T13:09:01+0300
Solution Architect (SA),,285000,RUR,Омск,2022-12-21T12:56:26+0300
Удалённый ассистент,30000,,RUR,Москва,2022-12-21T12:10:59+0300
PHP-программист (Junior),25000,30000,RUR,Новосибирск,2022-12-21T13:50:09+0300
Full-stack разработчик,80000,140000,RUR,Москва,2022-12-21T13:18:23+0300
Программист PHP,80000,,RUR,Подольск (Московская область),2022-12-21T13:10:37+0300
Системный администратор,35000,,RUR,Санкт-Петербург,2022-12-21T13:43:26+0300
Ведущий инженер-электронщик,35000,38000,RUR,Красноярск,2022-12-21T12:30:02+0300
Специалист службы поддержки (Support),40000,40000,RUR,Мурманск,2022-12-21T13:52:46+0300
Junior+ / pre-Middle DevOps Инженер (офис),140000,200000,RUR,Москва,2022-12-21T13:09:00+0300
Фрезеровщик-универсал по металлу,55000,80000,RUR,Пенза,2022-12-21T13:49:09+0300
Python developer (Middle),300000,360000,RUR,Санкт-Петербург,2022-12-21T12:42:00+0300
Комплектатор дизайн-проекта интерьера,200000,,KZT,Астана,2022-12-21T12:20:43+0300
"Pre-sale инженер HP, Dell",,200000,RUR,Москва,2022-12-21T13:07:16+0300
Системный администратор,70000,,RUR,Санкт-Петербург,2022-12-21T12:04:43+0300
Руководитель проектов (менеджер проектов),40000,80000,RUR,Курск,2022-12-21T12:32:05+0300
Инженер-программист,45000,,RUR,Уфа,2022-12-21T13:06:30+0300
Механик транспортного участка,800,900,BYR,Гомель,2022-12-21T12:34:24+0300
Токарь ДИП 300/500,95000,,RUR,Лебедянь,2022-12-21T13:23:36+0300
Токарь,55000,65000,RUR,Краснодар,2022-12-21T12:21:38+0300
Механик,52200,100000,RUR,Екатеринбург,2022-12-21T13:36:34+0300
Монтажник ВОЛС,40000,,RUR,Новочебоксарск,2022-12-21T13:50:33+0300
Дежурный инженер Linux,25000,50000,RUR,Воронеж,2022-12-21T12:35:43+0300
"Программист (по продвижению, разработке сайтов)",40000,,RUR,Саранск,2022-12-21T13:43:28+0300
Инженер-электроник (системный администратор),35000,45000,RUR,Воронеж,2022-12-21T13:47:59+0300
Системный администратор,55000,,RUR,Барнаул,2022-12-21T12:37:46+0300
Оператор станка с ЧПУ,40000,70000,RUR,Ижевск,2022-12-21T13:09:18+0300
Инженер-программист станков с ЧПУ,80000,,RUR,Нижний Новгород,2022-12-21T13:39:07+0300
Системный администратор,50000,50000,RUR,Нижний Новгород,2022-12-21T13:22:26+0300
Системный администратор,56000,56000,RUR,Сургут,2022-12-21T12:13:36+0300
Специалист по IT,21000,,RUR,Волжский (Волгоградская область),2022-12-21T13:32:43+0300
Наладчик оборудования пищевой промышленности / сервисный инженер,100000,170000,RUR,Москва,2022-12-21T12:36:27+0300
Дежурный инженер технической поддержки ЦОД,60000,90000,RUR,Москва,2022-12-21T12:46:04+0300
Системный администратор Linux (релокация в Сочи),180000,,RUR,Сочи,2022-12-21T13:45:01+0300
Монтажник металлоконструкций 4-5 разряда,120000,,RUR,Новосибирск,2022-12-21T12:46:43+0300
Инженер - программист микроконтроллеров/разработчик ультразвуковых приборов,55000,75000,RUR,Екатеринбург,2022-12-21T13:27:53+0300
Слесарь механосборочных работ,,70000,RUR,Обнинск,2022-12-21T13:27:41+0300
Оператор станка плазменной резки,60000,,RUR,Екатеринбург,2022-12-21T13:02:44+0300
Инженер технической поддержки,60000,,RUR,Москва,2022-12-21T13:09:37+0300
Токарь-расточник,110000,,RUR,Новомосковск (Тульская область),2022-12-21T13:17:48+0300
Системный администратор,40,,RUR,Тюмень,2022-12-21T13:42:36+0300
Инженер-механик (фармацевтическое оборудование),80000,,RUR,Москва,2022-12-21T13:15:24+0300
Начальник службы наладки (Обнинск),200000,325000,RUR,Москва,2022-12-21T12:23:23+0300
Инженер-программист,,80000,RUR,Ижевск,2022-12-21T13:44:58+0300
Руководитель проектов \ Project manager по созданию домашних кинозалов,100000,,RUR,Москва,2022-12-21T12:33:16+0300
Оператор станка с ЧПУ (листогиб),60000,,RUR,Красноярск,2022-12-21T13:53:00+0300
Токарь,127000,,RUR,Пермь,2022-12-21T13:18:43+0300
Оператор-наладчик станков с ЧПУ,,150000,RUR,Екатеринбург,2022-12-21T13:48:30+0300
Консультант / Программист 1C,25000,,RUR,Челябинск,2022-12-21T13:52:19+0300
Печатник-шелкограф,40000,60000,RUR,Екатеринбург,2022-12-21T13:09:38+0300
Менеджер проекта,60000,,RUR,Королев,2022-12-21T12:49:37+0300
Дежурный инженер,44500,,RUR,Сочи,2022-12-21T12:38:11+0300
Системный администратор,300000,,KZT,Алматы,2022-12-21T13:28:26+0300
Токарь-расточник/токарь-карусельщик (Екатеринбург),100000,,RUR,Верхняя Салда,2022-12-21T13:00:54+0300
Веб-программист,300000,,KZT,Алматы,2022-12-21T12:12:07+0300
Механик экспедитор,200000,300000,KZT,Алматы,2022-12-21T12:12:46+0300
Системный инженер,120000,,RUR,Санкт-Петербург,2022-12-21T12:24:04+0300
